ReceptionsPG, PlaysPG, TargetsPG, ExpectedPointsPG, PointsPG, YardsPerPlay, TurnoversPG, FumblesPG, FirstDownsPG, PassCompsPG, PassAttPG, PassTDPG, PassIntPG, PassFirstDownsPG, PenaltiesPG, PenaltyFirstDownsPG, ScoresPerOffDrivePG, YardsPG, FeelsLike, WindSpeed, WindDirection, RecLine, WEEK, avgRec, avgTar
12.20, 63.40, 18.50, -7.77, 24.60, 5.80, 0.76, 0.41, 21.20, 23.50, 34.70, 1.47, 0.35, 12.10, 5.47, 1.65, 40.80, 365.60, 70.00, 0.00, 0.00, 6.50, 13, 4.65, 7.76
12.00, 64.80, 19.10, 1.87, 20.10, 5.10, 1.94, 1.00, 19.20, 20.30, 32.40, 1.35, 0.94, 10.20, 5.76, 2.00, 33.50, 330.20, 40.90, 12.20, 290.00, 6.50, 14, 4.65, 7.76
10.80, 63.10, 18.00, 1.22, 20.20, 4.80, 1.59, 0.59, 19.10, 20.60, 32.70, 1.29, 1.00, 10.90, 5.59, 1.41, 32.40, 301.50, 39.10, 4.50, 62.00, 6.50, 15, 4.65, 7.76
12.00, 64.80, 19.10, 1.87, 20.10, 5.10, 1.94, 1.00, 19.20, 20.30, 32.40, 1.35, 0.94, 10.20, 5.76, 2.00, 33.50, 330.20, 70.00, 0.00, 0.00, 6.50, 16, 4.65, 7.76
10.80, 63.10, 18.00, 1.22, 20.20, 4.80, 1.59, 0.59, 19.10, 20.60, 32.70, 1.29, 1.00, 10.90, 5.59, 1.41, 32.40, 301.50, 59.80, 7.40, 215.00, 6.50, 17, 4.65, 7.76
11.60, 64.20, 17.60, -3.00, 25.10, 5.20, 1.24, 0.65, 20.20, 21.50, 31.60, 1.47, 0.59, 10.80, 5.24, 1.94, 36.00, 334.00, 70.00, 0.00, 0.00, 5.50, 1, 4.13, 7.44
14.50, 64.70, 22.10, -3.07, 21.10, 5.40, 1.18, 0.35, 19.90, 25.80, 39.50, 1.71, 0.82, 12.60, 6.76, 1.82, 33.90, 351.60, 64.40, 11.30, 188.00, 6.50, 2, 4.13, 7.44
14.70, 65.80, 22.20, -6.12, 25.10, 5.90, 1.47, 0.59, 21.10, 24.00, 36.30, 1.35, 0.88, 13.20, 6.53, 1.29, 41.10, 388.70, 70.00, 0.00, 0.00, 5.50, 3, 4.13, 7.44
13.00, 60.40, 19.70, 3.31, 16.30, 5.00, 1.76, 0.59, 17.10, 22.90, 34.90, 1.18, 1.18, 11.10, 5.65, 1.53, 25.70, 300.60, 85.80, 7.00, 337.00, 6.50, 4, 4.13, 7.44
13.60, 61.70, 19.50, -4.45, 22.60, 5.50, 1.29, 0.35, 19.50, 22.10, 32.70, 1.35, 0.94, 11.90, 4.82, 1.29, 41.00, 341.10, 55.10, 5.30, 310.00, 5.50, 5, 4.13, 7.44
10.70, 60.20, 18.50, -2.77, 20.40, 5.50, 1.35, 0.18, 18.50, 19.50, 31.90, 1.71, 1.18, 11.50, 5.65, 1.35, 37.30, 330.40, 45.10, 6.60, 255.00, 6.50, 6, 4.13, 7.44
11.40, 63.30, 18.10, -1.80, 20.30, 5.00, 0.82, 0.41, 18.80, 18.90, 31.50, 1.00, 0.41, 9.35, 5.41, 2.24, 34.80, 314.80, 52.10, 14.60, 173.00, 5.50, 7, 4.13, 7.44
11.60, 65.10, 19.10, -3.07, 20.60, 5.40, 1.59, 0.76, 20.60, 22.60, 35.40, 1.47, 0.82, 12.40, 5.29, 1.47, 36.10, 353.30, 56.50, 8.10, 330.00, 6.50, 8, 4.13, 7.44
11.00, 58.30, 16.60, -3.76, 21.80, 5.80, 1.41, 0.41, 18.90, 18.50, 28.10, 1.29, 1.00, 9.59, 5.88, 1.71, 38.20, 336.50, 27.50, 10.20, 320.00, 6.50, 10, 4.13, 7.44
12.40, 63.20, 19.20, -4.81, 26.40, 5.50, 1.18, 0.53, 21.40, 24.40, 34.90, 1.71, 0.65, 12.80, 5.53, 1.24, 41.60, 348.90, 45.70, 1.40, 316.00, 5.50, 11, 4.13, 7.44
11.00, 58.70, 18.00, 0.43, 20.20, 5.20, 1.06, 0.53, 16.80, 18.10, 30.20, 1.53, 0.53, 9.12, 5.00, 1.71, 31.50, 304.60, 33.80, 4.90, 275.00, 6.50, 12, 4.13, 7.44
13.00, 60.40, 19.70, 3.31, 16.30, 5.00, 1.76, 0.59, 17.10, 22.90, 34.90, 1.18, 1.18, 11.10, 5.65, 1.53, 25.70, 300.60, 37.80, 4.90, 14.00, 5.50, 13, 4.13, 7.44
10.30, 66.70, 16.00, -4.73, 24.70, 5.70, 1.59, 0.65, 21.90, 19.80, 30.70, 0.88, 0.94, 11.50, 5.59, 1.53, 35.20, 379.50, 70.00, 0.00, 0.00, 6.50, 14, 4.13, 7.44
13.60, 61.70, 19.50, -4.45, 22.60, 5.50, 1.29, 0.35, 19.50, 22.10, 32.70, 1.35, 0.94, 11.90, 4.82, 1.29, 41.00, 341.10, 70.00, 0.00, 0.00, 5.50, 15, 4.13, 7.44
10.80, 61.40, 16.40, -9.95, 27.20, 6.10, 1.35, 0.53, 21.20, 19.00, 28.30, 1.29, 0.82, 10.80, 4.94, 1.53, 41.80, 375.90, 12.90, 15.40, 349.00, 6.50, 16, 4.13, 7.44
13.40, 63.30, 20.90, -9.39, 25.10, 6.20, 1.29, 0.59, 22.20, 20.80, 32.90, 1.53, 0.71, 12.30, 6.06, 1.94, 41.20, 392.40, 37.80, 2.00, 184.00, 5.50, 17, 4.13, 7.44
13.40, 63.30, 20.90, -9.39, 25.10, 6.20, 1.29, 0.59, 22.20, 20.80, 32.90, 1.53, 0.71, 12.30, 6.06, 1.94, 41.20, 392.40, 70.00, 0.00, 0.00, 5.50, 1, 4.00, 5.93
10.80, 63.10, 18.00, 1.22, 20.20, 4.80, 1.59, 0.59, 19.10, 20.60, 32.70, 1.29, 1.00, 10.90, 5.59, 1.41, 32.40, 301.50, 76.90, 6.20, 30.00, 5.50, 2, 4.00, 5.93
11.00, 58.30, 16.60, -3.76, 21.80, 5.80, 1.41, 0.41, 18.90, 18.50, 28.10, 1.29, 1.00, 9.59, 5.88, 1.71, 38.20, 336.50, 65.80, 11.50, 329.00, 5.50, 3, 4.00, 5.93
10.10, 65.70, 17.00, -6.66, 23.60, 5.50, 1.47, 0.65, 20.40, 20.20, 32.20, 1.35, 0.82, 11.10, 5.76, 1.71, 37.20, 361.70, 85.80, 7.00, 337.00, 5.50, 4, 4.00, 5.93
12.40, 63.20, 19.20, -4.81, 26.40, 5.50, 1.18, 0.53, 21.40, 24.40, 34.90, 1.71, 0.65, 12.80, 5.53, 1.24, 41.60, 348.90, 70.00, 0.00, 0.00, 5.50, 5, 4.00, 5.93
11.60, 64.20, 17.60, -3.00, 25.10, 5.20, 1.24, 0.65, 20.20, 21.50, 31.60, 1.47, 0.59, 10.80, 5.24, 1.94, 36.00, 334.00, 63.90, 10.40, 184.00, 6.50, 7, 4.00, 5.93
10.80, 61.40, 16.40, -9.95, 27.20, 6.10, 1.35, 0.53, 21.20, 19.00, 28.30, 1.29, 0.82, 10.80, 4.94, 1.53, 41.80, 375.90, 52.80, 15.40, 320.00, 5.50, 8, 4.00, 5.93
12.40, 63.20, 19.20, -4.81, 26.40, 5.50, 1.18, 0.53, 21.40, 24.40, 34.90, 1.71, 0.65, 12.80, 5.53, 1.24, 41.60, 348.90, 61.50, 10.40, 318.00, 5.50, 9, 4.00, 5.93
13.60, 61.70, 19.50, -4.45, 22.60, 5.50, 1.29, 0.35, 19.50, 22.10, 32.70, 1.35, 0.94, 11.90, 4.82, 1.29, 41.00, 341.10, 61.20, 0.00, 0.00, 5.50, 10, 4.00, 5.93
11.60, 65.10, 19.10, -3.07, 20.60, 5.40, 1.59, 0.76, 20.60, 22.60, 35.40, 1.47, 0.82, 12.40, 5.29, 1.47, 36.10, 353.30, 65.00, 11.60, 24.00, 6.50, 11, 4.00, 5.93
14.70, 65.80, 22.20, -6.12, 25.10, 5.90, 1.47, 0.59, 21.10, 24.00, 36.30, 1.35, 0.88, 13.20, 6.53, 1.29, 41.10, 388.70, 67.90, 6.90, 329.00, 6.50, 12, 4.00, 5.93
10.60, 62.30, 17.90, -1.25, 20.10, 5.40, 1.50, 0.69, 18.40, 20.60, 34.90, 1.06, 0.81, 10.80, 6.25, 1.25, 36.40, 335.70, 41.30, 7.80, 231.00, 6.50, 14, 4.00, 5.93
12.50, 63.60, 19.30, -7.26, 22.70, 5.70, 1.00, 0.41, 20.60, 21.90, 33.00, 1.53, 0.59, 11.80, 5.88, 0.88, 43.50, 362.10, 48.00, 1.80, 0.00, 6.50, 15, 4.00, 5.93
14.50, 64.70, 22.10, -3.07, 21.10, 5.40, 1.18, 0.35, 19.90, 25.80, 39.50, 1.71, 0.82, 12.60, 6.76, 1.82, 33.90, 351.60, 50.10, 7.70, 179.00, 6.50, 16, 4.00, 5.93
10.30, 66.70, 16.00, -4.73, 24.70, 5.70, 1.59, 0.65, 21.90, 19.80, 30.70, 0.88, 0.94, 11.50, 5.59, 1.53, 35.20, 379.50, 54.30, 1.80, 80.00, 6.50, 17, 4.00, 5.93
